,num_sectn_,RES_NM_REG
3759,0074037504,Capitale-Nationale
3760,0007323002,Chaudière-Appalaches
3761,0010128000,Abitibi-Témiscamingue
3762,0011150000,Abitibi-Témiscamingue
3763,0013810000,Intersection: Montréal + Montérégie
3764,0007020006,Saguenay–Lac-Saint-Jean
3765,0030722300,Outaouais
3766,0007321024,Chaudière-Appalaches
3767,0013299510,Bas-Saint-Laurent
3768,0004014401,Montréal
3769,0010549000,Outaouais
3770,0030932500,Laurentides
3771,0007358010,Capitale-Nationale
3772,0064091000,Lanaudière
3773,0013890900,Côte-Nord
3774,0004059002,Capitale-Nationale
3775,0016107500,Estrie
3776,4816101000,Nord-du-Québec
3777,0018525000,Bas-Saint-Laurent
3778,0004022000,Montréal
3779,0026333600,Chaudière-Appalaches
3780,8929001000,Chaudière-Appalaches
3781,0020249000,Estrie
3782,0013280600,Gaspésie–Îles-de-la-Madeleine
3783,0044040002,Capitale-Nationale
3784,0029137500,Bas-Saint-Laurent
3785,0003532520,Montérégie
3786,0013268000,Bas-Saint-Laurent
3787,0022710000,Montérégie
3788,0044012500,Laval
3789,0017564003,Capitale-Nationale
3790,0014122000,Estrie
3791,4076000700,Capitale-Nationale
3792,0015543500,Mauricie
3793,2854001000,Outaouais
3794,0010820000,Estrie
3795,4275301000,Capitale-Nationale
3796,4382001010,Capitale-Nationale
3797,0044015011,Laval
3798,0011755000,Laurentides
3799,0010556000,Outaouais
3800,0021316000,Estrie
3801,0005510000,Estrie
3802,2660002000,Laurentides
3803,0061029008,Estrie
3804,0013320000,Montérégie
3805,0003037001,Montérégie
3806,0001300507,Montréal
3807,0002510200,Montréal
3808,0020146000,Montérégie
3809,0004057016,Capitale-Nationale
3810,0002054011,Chaudière-Appalaches
3811,0029140000,Bas-Saint-Laurent
3812,6180020000,Montérégie
3813,3098001000,Laurentides
3814,6396001000,Montérégie
3815,0017550004,Capitale-Nationale
3816,0007051508,Saguenay–Lac-Saint-Jean
3817,0007325024,Chaudière-Appalaches
3818,0012222500,Centre-du-Québec
3819,0032758000,Laurentides
3820,2474001000,Outaouais
3821,0034047500,Montérégie
3822,0017319600,Chaudière-Appalaches
3823,0011239000,Estrie
3824,0002065523,Chaudière-Appalaches
3825,4630007000,Saguenay–Lac-Saint-Jean
3826,0013828700,Mauricie
3827,0036812500,Capitale-Nationale
3828,6099060000,Montérégie
3829,0010532500,Outaouais
3830,0013245500,Chaudière-Appalaches
3831,0010468000,Montérégie
3832,0013299400,Bas-Saint-Laurent
3833,0008515000,Bas-Saint-Laurent
3834,0013915000,Estrie
3835,0004065013,Capitale-Nationale
3836,0007060002,Saguenay–Lac-Saint-Jean
3837,2591002000,Outaouais
3838,0036777500,Capitale-Nationale
3839,0002026005,Montérégie
3840,0027734300,Chaudière-Appalaches
3841,4175003000,Capitale-Nationale
3842,0007030006,Saguenay–Lac-Saint-Jean
3843,0001509020,Montérégie
3844,0002053002,Chaudière-Appalaches
3845,0004044002,Capitale-Nationale
3846,0004001000,Montérégie
3847,0002006800,Montérégie
3848,0005504000,Estrie
3849,0028946000,Bas-Saint-Laurent
3850,0027645000,Chaudière-Appalaches
3851,0002047500,Intersection: Centre-du-Québec + Chaudière-Appalaches
3852,0002004735,Montérégie
3853,0002524000,Lanaudière
3854,0011248500,Estrie
3855,7832404000,Centre-du-Québec
3856,0013263800,Bas-Saint-Laurent
3857,0001020106,Estrie
3858,2565301000,Outaouais
3859,0035231000,Mauricie
3860,0033561000,Lanaudière
3861,0004052007,Capitale-Nationale
3862,0028750000,Bas-Saint-Laurent
3863,0011128000,Abitibi-Témiscamingue
3864,0002012700,Montréal
3865,9284003000,Bas-Saint-Laurent
3866,0039332500,Abitibi-Témiscamingue
3867,0001024704,Estrie
3868,9546101000,Bas-Saint-Laurent
3869,0003032000,Montérégie
3870,0022352500,Montérégie
3871,0011222900,Montérégie
3872,0001020200,Estrie
3873,0015560000,Saguenay–Lac-Saint-Jean
3874,0001305500,Laval
3875,0011723000,Laurentides
3876,0004051507,Capitale-Nationale
3877,0036681000,Outaouais
3878,0007060006,Saguenay–Lac-Saint-Jean
3879,7277305000,Centre-du-Québec
3880,0017042500,Saguenay–Lac-Saint-Jean
3881,0052012000,Montréal
3882,0013801800,Montérégie
3883,0021625000,Intersection: Centre-du-Québec + Estrie
3884,0003031001,Montérégie
3885,0011727500,Laurentides
3886,2659501000,Laurentides
3887,0005504806,Estrie
3888,0074047000,Capitale-Nationale
3889,0004001750,Montérégie
3890,0005517000,Centre-du-Québec
3891,0011331500,Nord-du-Québec
3892,0011224000,Montérégie
3893,0015557000,Saguenay–Lac-Saint-Jean
3894,0013237500,Chaudière-Appalaches
3895,0004013956,Montréal
3896,0035420000,Capitale-Nationale
3897,2463001000,Outaouais
3898,9176202200,Bas-Saint-Laurent
3899,0036230000,Capitale-Nationale
3900,0004006200,Montréal
3901,0020160000,Montérégie
3902,3932203000,Mauricie
3903,0023515000,Estrie
3904,3150601000,Laurentides
3905,0034818000,Lanaudière
3906,0002514506,Montréal
3907,0014807500,Outaouais
3908,7277303000,Centre-du-Québec
3909,0010810000,Estrie
3910,0005025000,Outaouais
3911,0013728000,Montérégie
3912,0044032510,Capitale-Nationale
3913,0011779000,Abitibi-Témiscamingue
3914,0025110000,Estrie
3915,0012554000,Lanaudière
3916,0054080001,Capitale-Nationale
3917,0097357502,Capitale-Nationale
3918,0003007020,Montérégie
3919,0022125000,Montérégie
3920,0000506500,Outaouais
3921,3592202000,Lanaudière
3922,0014825000,Outaouais
3923,0035920000,Mauricie
3924,0013889600,Côte-Nord
3925,0002027500,Montérégie
3926,0023565000,Montérégie
3927,0023268000,Bas-Saint-Laurent
3928,9831002000,Gaspésie–Îles-de-la-Madeleine
3929,0015831500,Lanaudière
3930,0021530000,Estrie
3931,0012217500,Centre-du-Québec
3932,0004051709,Capitale-Nationale
3933,0097355000,Capitale-Nationale
3934,0011746000,Laurentides
3935,0026345000,Chaudière-Appalaches
3936,6254120000,Montérégie
3937,0004057011,Capitale-Nationale
3938,4427901000,Capitale-Nationale
3939,8242301000,Chaudière-Appalaches
3940,7493101000,Estrie
3941,0002012806,Montréal
3942,0004034001,Mauricie
3943,0020165000,Montérégie
3944,0003017007,Montérégie
3945,0013822500,Lanaudière
3946,0011138000,Abitibi-Témiscamingue
3947,6655201000,Estrie
3948,4266801000,Capitale-Nationale
3949,6371915000,Montérégie
3950,0007345008,Capitale-Nationale
3951,0005035000,Laurentides
3952,0002085000,Bas-Saint-Laurent
3953,0004013941,Montréal
3954,0034946000,Mauricie
3955,0010839000,Estrie
3956,0007010002,Saguenay–Lac-Saint-Jean
3957,3137001000,Laurentides
3958,0020550000,Montérégie
3959,0013828100,Mauricie
3960,0033710000,Lanaudière
3961,0020740000,Montérégie
3962,0004003000,Montérégie
3963,0016956000,Saguenay–Lac-Saint-Jean
3964,0000503008,Outaouais
3965,0019720000,Gaspésie–Îles-de-la-Madeleine
3966,0000507000,Outaouais
3967,0034110000,Lanaudière
3968,0003037007,Montérégie
3969,8477103000,Estrie
3970,0017552000,Capitale-Nationale
3971,0011674000,Centre-du-Québec
3972,4473100100,Saguenay–Lac-Saint-Jean
3973,0013239000,Chaudière-Appalaches
3974,8657201000,Chaudière-Appalaches
3975,0001516201,Montréal
3976,0025730000,Estrie
3977,0001516206,Montréal
3978,0036782000,Capitale-Nationale
3979,0001303401,Montréal
3980,0014723000,Estrie
3981,0010815300,Estrie
3982,0017547500,Intersection: Chaudière-Appalaches + Capitale-Nationale
3983,0007323000,Chaudière-Appalaches
3984,0010848800,Chaudière-Appalaches
3985,2676101000,Laurentides
3986,0034950000,Mauricie
3987,0013888300,Côte-Nord
3988,0095561000,Centre-du-Québec
3989,0027537500,Chaudière-Appalaches
3990,0061012008,Estrie
3991,0007357002,Capitale-Nationale
3992,0034025000,Montérégie
3993,0064080003,Laurentides
3994,0061029010,Estrie
3995,8919003000,Chaudière-Appalaches
3996,0010942500,Abitibi-Témiscamingue
3997,0013203100,Montérégie
3998,0032901000,Laurentides
3999,0041047014,Estrie
4000,9629705000,Bas-Saint-Laurent
4001,4291002000,Capitale-Nationale
4002,0004020001,Montréal
4003,0027722500,Chaudière-Appalaches
4004,0020819000,Estrie
4005,0013889900,Côte-Nord
4006,0034318000,Lanaudière
4007,0001300504,Montréal
4008,0004040000,Mauricie
4009,0064065000,Laurentides
4010,0020150510,Montérégie
4011,6570001100,Montérégie
4012,0074042502,Capitale-Nationale
4013,0014810000,Outaouais
4014,6099040000,Montérégie
4015,0064069000,Laurentides
4016,0011763000,Laurentides
4017,3025110000,Montérégie
4018,0034813500,Lanaudière
4019,0023940000,Centre-du-Québec
4020,0005513804,Estrie
4021,0013809500,Montérégie
4022,0004013980,Montréal
4023,0003011010,Montérégie
4024,0013208400,Montérégie
4025,0022330000,Montérégie
4026,4765801000,Saguenay–Lac-Saint-Jean
4027,0013316500,Montérégie
4028,0004009506,Montréal
4029,0036672000,Outaouais
4030,0039355000,Abitibi-Témiscamingue
4031,0030742000,Outaouais
4032,0023038000,Bas-Saint-Laurent
4033,0002522000,Lanaudière
4034,0036049000,Capitale-Nationale
4035,0002012706,Montréal
4036,0017571000,Saguenay–Lac-Saint-Jean
4037,0032545000,Montérégie
4038,0013841500,Intersection: Mauricie + Capitale-Nationale
4039,0004013842,Montréal
4040,0057337500,Capitale-Nationale
4041,2157401000,Abitibi-Témiscamingue
4042,0002514302,Montréal
4043,3730301000,Mauricie
4044,8494001000,Estrie
4045,0034555000,Lanaudière
4046,0014863000,Laurentides
4047,0001518103,Montréal
4048,3021202000,Montérégie
4049,0003023200,Montérégie
4050,4562510000,Intersection: Mauricie + Saguenay–Lac-Saint-Jean + Nord-du-Québec
4051,0044022804,Laval
4052,0034115000,Lanaudière
4053,0034460000,Laurentides
4054,0011747075,Laurentides
4055,0012210000,Centre-du-Québec
4056,3524103000,Lanaudière
4057,6558004000,Estrie
4058,4643001000,Saguenay–Lac-Saint-Jean
4059,0020116000,Montérégie
4060,9838806000,Gaspésie–Îles-de-la-Madeleine
4061,0002004810,Montérégie
4062,0004061701,Capitale-Nationale
4063,0001024500,Estrie
4064,0000510000,Outaouais
4065,7857003000,Centre-du-Québec
4066,0004031200,Mauricie
4067,0016130500,Centre-du-Québec
4068,0013951000,Centre-du-Québec
4069,0011732100,Laurentides
4070,0013308000,Montérégie
4071,0022040000,Estrie
4072,0044032516,Capitale-Nationale
4073,0016109200,Estrie
4074,0016232500,Centre-du-Québec
4075,0023270000,Bas-Saint-Laurent
4076,0019580100,Bas-Saint-Laurent
4077,0004066000,Capitale-Nationale
4078,0001302500,Montréal
4079,0007346046,Capitale-Nationale
4080,0020750000,Montérégie
4081,0033921000,Lanaudière
4082,0074051004,Capitale-Nationale
4083,0013286000,Gaspésie–Îles-de-la-Madeleine
4084,0004050014,Capitale-Nationale
4085,0025935000,Centre-du-Québec
4086,0001012500,Montérégie
4087,0011766000,Laurentides
4088,4524000100,Saguenay–Lac-Saint-Jean
4089,6367003000,Montérégie
4090,0030145000,Outaouais
4091,8629004000,Chaudière-Appalaches
4092,0020150000,Montérégie
4093,4276001000,Capitale-Nationale
4094,3818001000,Mauricie
4095,4827101000,Nord-du-Québec
4096,0001514800,Montréal
4097,0022944000,Montérégie
4098,0038922000,Côte-Nord
4099,0028940000,Bas-Saint-Laurent
4100,0010148000,Abitibi-Témiscamingue
4101,0013438500,Montérégie
4102,2188001000,Abitibi-Témiscamingue
4103,3794102000,Mauricie
4104,0003017005,Montérégie
4105,0014115100,Estrie
4106,6722001000,Estrie
4107,0005512000,Estrie
4108,0001024452,Estrie
4109,0017005000,Capitale-Nationale
4110,0005515904,Estrie
4111,7044006000,Montérégie
4112,0011616000,Montérégie
4113,3629001000,Lanaudière
4114,0001937500,Laval
4115,0016915000,Saguenay–Lac-Saint-Jean
4116,0027734000,Chaudière-Appalaches
4117,9652002000,Bas-Saint-Laurent
4118,4452000100,Saguenay–Lac-Saint-Jean
4119,2590020100,Outaouais
4120,4275200100,Capitale-Nationale
4121,4852101000,Saguenay–Lac-Saint-Jean
4122,2238002000,Abitibi-Témiscamingue
4123,0013880500,Côte-Nord
4124,6127000100,Montérégie
4125,0016735000,Saguenay–Lac-Saint-Jean
4126,0004052024,Capitale-Nationale
4127,0004051003,Capitale-Nationale
4128,0004065011,Capitale-Nationale
4129,0027937500,Chaudière-Appalaches
4130,8967201000,Chaudière-Appalaches
4131,9662001000,Bas-Saint-Laurent
4132,0002046300,Centre-du-Québec
4133,0044032504,Capitale-Nationale
4134,0002074000,Bas-Saint-Laurent
4135,0019824000,Gaspésie–Îles-de-la-Madeleine
4136,0036307000,Capitale-Nationale
4137,0005504808,Estrie
4138,4072002000,Capitale-Nationale
4139,0001518500,Montréal
4140,0097350006,Capitale-Nationale
4141,8266001000,Chaudière-Appalaches
4142,0001510004,Montérégie
4143,0017322300,Chaudière-Appalaches
4144,0013207100,Montérégie
4145,0011775000,Abitibi-Témiscamingue
4146,0007346010,Capitale-Nationale
4147,0013293800,Gaspésie–Îles-de-la-Madeleine
4148,0003027000,Montérégie
4149,0014352000,Centre-du-Québec
4150,0011333000,Nord-du-Québec
4151,0017007500,Saguenay–Lac-Saint-Jean
4152,0013277200,Bas-Saint-Laurent
4153,0007358032,Capitale-Nationale
4154,0041038000,Estrie
4155,0011116000,Abitibi-Témiscamingue
4156,0001935002,Laval
4157,0097352504,Capitale-Nationale
4158,0001022910,Estrie
4159,8594101000,Chaudière-Appalaches
4160,0014310000,Estrie
4161,0011222600,Montérégie
4162,4630001000,Saguenay–Lac-Saint-Jean
4163,0002514500,Montréal
4164,0011747090,Laurentides
4165,0036810000,Capitale-Nationale
4166,0004057015,Capitale-Nationale
4167,0021220000,Estrie
4168,0013254500,Bas-Saint-Laurent
4169,0013246000,Chaudière-Appalaches
4170,0013897000,Côte-Nord
4171,0044011503,Laval
4172,0035155000,Mauricie
4173,0013293000,Gaspésie–Îles-de-la-Madeleine
4174,0002030000,Montérégie
4175,0019923500,Gaspésie–Îles-de-la-Madeleine
4176,0011684000,Chaudière-Appalaches
4177,9959007000,Gaspésie–Îles-de-la-Madeleine
4178,0004052512,Capitale-Nationale
4179,0024365000,Estrie
4180,0014819000,Outaouais
4181,4275302000,Capitale-Nationale
4182,4567001000,Saguenay–Lac-Saint-Jean
4183,0010146000,Abitibi-Témiscamingue
4184,0022722500,Montérégie
4185,0026570000,Centre-du-Québec
4186,0002028011,Montérégie
4187,0010830000,Estrie
4188,0002025000,Montérégie
4189,4381002500,Capitale-Nationale
4190,6722002000,Estrie
4191,8588001000,Chaudière-Appalaches
4192,0025315000,Estrie
4193,0002017507,Montréal
4194,0028550000,Chaudière-Appalaches
4195,0011776300,Abitibi-Témiscamingue
4196,0021662500,Chaudière-Appalaches
4197,0013811000,Montréal
4198,0024530000,Estrie
4199,0002028008,Montérégie
4200,0014343500,Estrie
4201,0013892500,Côte-Nord
4202,7834102000,Centre-du-Québec
4203,0005509802,Estrie
4204,0020917000,Montérégie
4205,0004012000,Montréal
4206,0001508200,Montérégie
4207,0007346047,Capitale-Nationale
4208,2843201000,Outaouais
4209,0013430000,Montérégie
4210,9629704000,Bas-Saint-Laurent
4211,0003035505,Montérégie
4212,0002018050,Montréal
4213,0023925000,Montérégie
4214,0019576000,Bas-Saint-Laurent
4215,0013305000,Intersection: Montérégie + Estrie
4216,0010485000,Estrie
4217,0035217500,Mauricie
4218,0036438000,Laurentides
4219,0002034000,Montérégie
4220,0002005000,Montérégie
4221,9673001000,Bas-Saint-Laurent
4222,0039335000,Abitibi-Témiscamingue
4223,0002058112,Chaudière-Appalaches
4224,3098003000,Laurentides
4225,8594000500,Chaudière-Appalaches
4226,0001015375,Montérégie
4227,0027643500,Chaudière-Appalaches
4228,0001515600,Montréal
4229,6570001000,Montérégie
4230,0007345000,Capitale-Nationale
4231,0002011700,Montréal
4232,0013260000,Bas-Saint-Laurent
4233,0041053002,Estrie
4234,0001522400,Laurentides
4235,0013287500,Gaspésie–Îles-de-la-Madeleine
4236,8392001000,Estrie
4237,0026308000,Estrie
4238,0097352500,Capitale-Nationale
4239,0052018001,Montréal
4240,0000507500,Outaouais
4241,0016928000,Saguenay–Lac-Saint-Jean
4242,0023552500,Montérégie
4243,0021115000,Montérégie
4244,0011666000,Centre-du-Québec
4245,8929004000,Chaudière-Appalaches
4246,0013801000,Montérégie
4247,8744101000,Chaudière-Appalaches
4248,4484000100,Saguenay–Lac-Saint-Jean
4249,0001021500,Estrie
4250,0003025000,Montérégie
4251,0005554057,Mauricie
4252,0012228300,Centre-du-Québec
4253,7083001000,Montérégie
4254,0013211075,Montérégie
4255,0013738000,Estrie
4256,0013258600,Bas-Saint-Laurent
4257,0004026400,Lanaudière
4258,0002011900,Montréal
4259,0011638000,Estrie
4260,9493501000,Bas-Saint-Laurent
4261,4945001000,Côte-Nord
4262,0017010000,Saguenay–Lac-Saint-Jean
4263,9478201000,Bas-Saint-Laurent
4264,0044022801,Laval
4265,0003532020,Montérégie
4266,0002012009,Montréal
4267,0001311002,Laurentides
4268,0041053004,Estrie
4269,0038102500,Capitale-Nationale
4270,0008511000,Bas-Saint-Laurent
4271,0013289370,Gaspésie–Îles-de-la-Madeleine
4272,0013316000,Montérégie
4273,0013128000,Lanaudière
4274,0011618000,Montérégie
4275,4639001000,Saguenay–Lac-Saint-Jean
4276,0008512000,Bas-Saint-Laurent
4277,0013268200,Bas-Saint-Laurent
4278,0003050000,Centre-du-Québec
4279,0017557000,Capitale-Nationale
4280,0022123500,Montérégie
4281,0035032500,Mauricie
4282,3952001000,Mauricie
4283,0024730000,Estrie
4284,0013891300,Côte-Nord
4285,0015904000,Mauricie
4286,0014308000,Estrie
4287,0015740000,Mauricie
4288,0029530000,Bas-Saint-Laurent
4289,4031001000,Capitale-Nationale
4290,0021020000,Estrie
4291,0022250000,Estrie
4292,9292000500,Bas-Saint-Laurent
4293,0023256000,Bas-Saint-Laurent
4294,7255101000,Estrie
4295,0023575000,Montérégie
4296,3249301000,Laurentides
4297,0007355000,Capitale-Nationale
4298,0011262000,Chaudière-Appalaches
4299,0013125000,Lanaudière
4300,7820301000,Centre-du-Québec
4301,0004026811,Lanaudière
4302,0007345024,Capitale-Nationale
4303,0004029700,Mauricie
4304,0013863500,Capitale-Nationale
4305,0010479000,Montérégie
4306,0014338500,Estrie
4307,0002017000,Montréal
4308,7772001000,Estrie
4309,4481001000,Saguenay–Lac-Saint-Jean
4310,0017550006,Capitale-Nationale
4311,8594103000,Chaudière-Appalaches
4312,0003010560,Montérégie
4313,8685001000,Chaudière-Appalaches
4314,1958001000,Abitibi-Témiscamingue
4315,2647202000,Outaouais
4316,0013299650,Bas-Saint-Laurent
4317,0013263000,Bas-Saint-Laurent
4318,0004057000,Capitale-Nationale
4319,0027643000,Chaudière-Appalaches
4320,2245001000,Abitibi-Témiscamingue
4321,0013735000,Montérégie
4322,0003002030,Montérégie
4323,0020455000,Chaudière-Appalaches
4324,3224002000,Laurentides
4325,0017564501,Capitale-Nationale
4326,0013889500,Côte-Nord
4327,0025562500,Centre-du-Québec
4328,8947301000,Chaudière-Appalaches
4329,3734002000,Mauricie
4330,0022822500,Chaudière-Appalaches
4331,0034439000,Laurentides
4332,0035017500,Mauricie
4333,0036636000,Outaouais
4334,0005511510,Estrie
4335,0024940000,Estrie
4336,0013215100,Montérégie
4337,0011796500,Abitibi-Témiscamingue
4338,0016108000,Estrie
4339,3083002000,Laurentides
4340,0013897500,Côte-Nord
4341,0022365000,Montérégie
4342,0013876500,Côte-Nord
4343,9454005000,Bas-Saint-Laurent
4344,0001024204,Estrie
4345,0013292900,Gaspésie–Îles-de-la-Madeleine
4346,3524101000,Lanaudière
4347,0005508802,Estrie
4348,9888901000,Gaspésie–Îles-de-la-Madeleine
4349,0013289000,Gaspésie–Îles-de-la-Madeleine
4350,0022465000,Centre-du-Québec
4351,0007346056,Capitale-Nationale
4352,6969105000,Estrie
4353,0011772000,Outaouais
4354,S001541054,Capitale-Nationale
4355,0015855000,Lanaudière
4356,0011229000,Estrie
4357,0053003000,Montérégie
4358,0020840000,Estrie
4359,0002059112,Chaudière-Appalaches
4360,7834105000,Centre-du-Québec
4361,0012516713,Laval
4362,0011758900,Laurentides
4363,0044050006,Capitale-Nationale
4364,3020710000,Montérégie
4365,0001522200,Laurentides
4366,0023275000,Bas-Saint-Laurent
4367,8675002000,Chaudière-Appalaches
4368,0020151500,Montérégie
4369,0002012900,Montréal
4370,0016109910,Estrie
4371,0032317500,Outaouais
4372,4695001000,Saguenay–Lac-Saint-Jean
4373,0014850000,Outaouais
4374,0054087000,Capitale-Nationale
4375,0013828500,Mauricie
4376,2191002000,Abitibi-Témiscamingue
4377,7834108000,Centre-du-Québec
4378,0013615016,Montréal
4379,7833202000,Centre-du-Québec
4380,0004059003,Capitale-Nationale
4381,0001016750,Montérégie
4382,0014857000,Laurentides
4383,0013485000,Intersection: Montréal + Montérégie
4384,0026975000,Chaudière-Appalaches
4385,0003023020,Montérégie
4386,0064085004,Laurentides
4387,0034341000,Lanaudière
4388,0013220825,Montérégie
4389,0012516202,Laval
4390,0001527500,Laurentides
4391,0035042500,Mauricie
4392,0029620000,Bas-Saint-Laurent
4393,9549001000,Bas-Saint-Laurent
4394,0014705000,Estrie
4395,0013271400,Bas-Saint-Laurent
4396,0007335024,Chaudière-Appalaches
4397,0093003030,Montérégie
4398,0036918000,Capitale-Nationale
4399,2157002000,Abitibi-Témiscamingue
4400,0002031420,Montérégie
4401,0034857000,Lanaudière
4402,0016952000,Saguenay–Lac-Saint-Jean
4403,0005511506,Estrie
4404,0004052516,Capitale-Nationale
4405,0012228600,Centre-du-Québec
4406,8945101000,Chaudière-Appalaches
4407,3041201000,Laurentides
4408,0015840000,Lanaudière
4409,0011239500,Estrie
4410,2211797200,Abitibi-Témiscamingue
4411,7290100100,Intersection: Centre-du-Québec + Estrie
4412,0005552000,Mauricie
4413,4899601000,Côte-Nord
4414,0005549001,Centre-du-Québec
4415,0029520000,Bas-Saint-Laurent
4416,3285002000,Laurentides
4417,0000505000,Outaouais
4418,0010735000,Outaouais
4419,0004052020,Capitale-Nationale
4420,0004066001,Capitale-Nationale
4421,9976004000,Gaspésie–Îles-de-la-Madeleine
4422,9583001000,Bas-Saint-Laurent
4423,0034873500,Mauricie
4424,0012232500,Centre-du-Québec
4425,0004013886,Montréal
4426,0002514472,Montréal
4427,0027940000,Chaudière-Appalaches
4428,0011786000,Abitibi-Témiscamingue
4429,0023455000,Bas-Saint-Laurent
4430,3483001000,Lanaudière
4431,0010138000,Abitibi-Témiscamingue
4432,0002035000,Montérégie
4433,9176202000,Bas-Saint-Laurent
4434,8474000100,Estrie
4435,0013223400,Centre-du-Québec
4436,0034788000,Lanaudière
4437,0010490000,Estrie
4438,2279101000,Abitibi-Témiscamingue
4439,3080001000,Laurentides
4440,0044011501,Laval
4441,0025567500,Centre-du-Québec
4442,9936001000,Gaspésie–Îles-de-la-Madeleine
4443,0001022904,Estrie
4444,0017370000,Chaudière-Appalaches
4445,8380000100,Estrie
4446,0001303602,Montréal
4447,0005504500,Estrie
4448,0038940000,Côte-Nord
4449,7944201000,Centre-du-Québec
4450,0034010000,
4451,0017319800,Chaudière-Appalaches
4452,0061029002,Estrie
4453,0034785000,Lanaudière
4454,0004011001,Montréal
4455,0037130000,Capitale-Nationale
4456,0024112500,Estrie
4457,0011672500,Centre-du-Québec
4458,0025312500,Estrie
4459,0010160000,Abitibi-Témiscamingue
4460,9597201000,Bas-Saint-Laurent
4461,0014820000,Outaouais
4462,0013290400,Gaspésie–Îles-de-la-Madeleine
4463,8192202000,Centre-du-Québec
4464,0016736000,Saguenay–Lac-Saint-Jean
4465,0002052015,Chaudière-Appalaches
4466,0053001030,Montérégie
4467,0053002040,Montérégie
4468,0001520500,Intersection: Laval + Laurentides
4469,0005015000,Outaouais
4470,0001018206,Estrie
4471,0003035801,Montérégie
4472,0097355003,Capitale-Nationale
4473,0003019010,Montérégie
4474,0034742000,Lanaudière
4475,0003027007,Montérégie
4476,0027935800,Chaudière-Appalaches
4477,0013844000,Capitale-Nationale
4478,0016525000,Centre-du-Québec
4479,0039540000,Abitibi-Témiscamingue
4480,7428101000,Estrie
4481,6367001000,Montérégie
4482,0011214000,Montérégie
4483,0020452500,Chaudière-Appalaches
4484,0013123000,Lanaudière
4485,0011223100,Montérégie
4486,0013935000,Montérégie
4487,0007330000,Chaudière-Appalaches
4488,0036767500,Capitale-Nationale
4489,0004026103,Lanaudière
4490,0002073510,Bas-Saint-Laurent
4491,0013216002,Montérégie
4492,0016114500,Estrie
4493,0012559000,Lanaudière
4494,2735004000,Laurentides
4495,0022247000,Estrie
4496,0014364000,Centre-du-Québec
4497,0022232500,Intersection: Montérégie + Estrie
4498,0074047010,Capitale-Nationale
4499,0005509000,Estrie
4500,4630002000,Saguenay–Lac-Saint-Jean
4501,0004013849,Montréal
4502,0013251500,Bas-Saint-Laurent
4503,0034760000,Lanaudière
4504,0011264000,Chaudière-Appalaches
4505,0015730000,Mauricie
4506,0001020900,Estrie
4507,0004034300,Mauricie
4508,0001310000,Laurentides
4509,0031720000,Outaouais
4510,0023265000,Bas-Saint-Laurent
4511,0004057006,Capitale-Nationale
4512,0054083003,Capitale-Nationale
4513,0003536030,Montérégie
4514,0021672000,Chaudière-Appalaches
4515,2648501000,Outaouais
4516,0016550000,Centre-du-Québec
4517,0003006000,Montérégie
4518,0013298000,Bas-Saint-Laurent
4519,0001936000,Laval
4520,0002004330,Montérégie
4521,0004058004,Capitale-Nationale
4522,0004025000,Montréal
4523,0001936002,Laval
4524,8477101000,Estrie
4525,7886001000,Centre-du-Québec
4526,0036050000,Capitale-Nationale
4527,0020245000,Montérégie
4528,0011269500,Chaudière-Appalaches
4529,0001520000,Laval
4530,0036136000,Mauricie
4531,8336001000,Chaudière-Appalaches
4532,0032911000,Laurentides
4533,0010492000,Estrie
4534,0002028016,Montérégie
4535,0044020001,Laval
4536,9691001000,Gaspésie–Îles-de-la-Madeleine
4537,0020924500,Montérégie
4538,9549205000,Bas-Saint-Laurent
4539,0007325013,Chaudière-Appalaches
4540,0061039002,Estrie
4541,0002518000,Laval
4542,0002027000,Montérégie
4543,0014301000,Estrie
4544,8397000500,Estrie
4545,0021617300,Estrie
4546,3551202000,Lanaudière
4547,0012548000,Lanaudière
4548,8636001000,Chaudière-Appalaches
4549,0026333500,Chaudière-Appalaches
4550,0019910000,Gaspésie–Îles-de-la-Madeleine
4551,0010841000,Estrie
4552,0003017000,Montérégie
4553,0027520000,Chaudière-Appalaches
4554,0004065012,Capitale-Nationale
4555,0004064001,Capitale-Nationale
4556,4053002000,Capitale-Nationale
4557,0013812002,Montréal
4558,0041043908,Estrie
4559,0011258900,Chaudière-Appalaches
4560,8930001000,Chaudière-Appalaches
4561,0014316000,Estrie
4562,0011637500,Estrie
4563,0004058016,Capitale-Nationale
4564,7055001000,Montérégie
4565,0007321013,Chaudière-Appalaches
4566,9392005000,Bas-Saint-Laurent
4567,0008560000,Bas-Saint-Laurent
4568,0013825200,Lanaudière
4569,1865003000,Abitibi-Témiscamingue
4570,0003028000,Montérégie
4571,4734003000,Saguenay–Lac-Saint-Jean
4572,0027180000,Chaudière-Appalaches
4573,0020152500,Montérégie
4574,0044045007,Capitale-Nationale
4575,0044032512,Capitale-Nationale
4576,0002053001,Chaudière-Appalaches
4577,0013340000,Montérégie
4578,0014127000,Estrie
4579,0002024009,Montérégie
4580,4178003000,Capitale-Nationale
4581,0011221000,Montérégie
4582,0013322000,Montérégie
4583,0010837500,Estrie
4584,0010560000,Outaouais
4585,0001514000,Montréal
4586,2740002000,Laurentides
4587,0002515001,Montréal
4588,0064082503,Laurentides
