,num_sectn_,RES_NM_REG
1490,0010828000,Estrie
1491,0013267400,Bas-Saint-Laurent
1492,6124501003,Montréal
1493,0025950000,Centre-du-Québec
1494,0002020500,Montérégie
1495,0020447500,Chaudière-Appalaches
1496,0001529500,Laurentides
1497,0005555004,Mauricie
1498,0011272000,Chaudière-Appalaches
1499,0007354002,Capitale-Nationale
1500,0011258000,Chaudière-Appalaches
1501,9573003000,Bas-Saint-Laurent
1502,0004050013,Capitale-Nationale
1503,0013294600,Gaspésie–Îles-de-la-Madeleine
1504,0011265800,Chaudière-Appalaches
1505,0013865000,Capitale-Nationale
1506,0020164000,Montérégie
1507,0002514301,Montréal
1508,0013277500,Bas-Saint-Laurent
1509,0001303603,Montréal
1510,0037160000,Capitale-Nationale
1511,0044011502,Laval
1512,4474002500,Saguenay–Lac-Saint-Jean
1513,0003035805,Montérégie
1514,0011747095,Laurentides
1515,0002052013,Chaudière-Appalaches
1516,2769001000,Laurentides
1517,0026140000,Centre-du-Québec
1518,0004061502,Capitale-Nationale
1519,2591001000,Outaouais
1520,0013295200,Gaspésie–Îles-de-la-Madeleine
1521,3551201000,Lanaudière
1522,0029340000,Bas-Saint-Laurent
1523,0003024000,Montérégie
1524,0033745000,Lanaudière
1525,0022960000,Montérégie
1526,0020533000,Montérégie
1527,0001022782,Estrie
1528,0019570000,Bas-Saint-Laurent
1529,0024130000,Estrie
1530,0005513802,Estrie
1531,0026575000,Centre-du-Québec
1532,0023240000,Bas-Saint-Laurent
1533,4277202000,Capitale-Nationale
1534,0020225500,Montérégie
1535,0020236000,Montérégie
1536,0013863502,Capitale-Nationale
1537,8774501000,Chaudière-Appalaches
1538,0004064000,Capitale-Nationale
1539,0007338023,Chaudière-Appalaches
1540,0004044004,Capitale-Nationale
1541,0033925000,Lanaudière
1542,0029128000,Bas-Saint-Laurent
1543,0064097506,Lanaudière
1544,0013861000,Capitale-Nationale
1545,0002004500,Montérégie
1546,3345003000,Lanaudière
1547,0011769000,Laurentides
1548,9190405000,Bas-Saint-Laurent
1549,0020830000,Estrie
1550,0001517207,Montréal
1551,0044042500,Capitale-Nationale
1552,0002514451,Montréal
1553,0004057004,Capitale-Nationale
1554,2180001000,Abitibi-Témiscamingue
1555,0013283900,Gaspésie–Îles-de-la-Madeleine
1556,0057335000,Capitale-Nationale
1557,0034520000,Lanaudière
1558,4935001000,Côte-Nord
1559,0002004855,Montérégie
1560,0015860000,Lanaudière
1561,0003035507,Montérégie
1562,0021619500,Estrie
1563,0027155000,Chaudière-Appalaches
1564,0025580000,Centre-du-Québec
1565,0013291000,Gaspésie–Îles-de-la-Madeleine
1566,4441002000,Capitale-Nationale
1567,0015826500,Laurentides
1568,0004026803,Lanaudière
1569,3888205000,Mauricie
1570,0001514606,Montréal
1571,2211796025,Abitibi-Témiscamingue
1572,6949202000,Estrie
1573,0041045004,Estrie
1574,0013288200,Gaspésie–Îles-de-la-Madeleine
1575,0001016000,Montérégie
1576,0004033504,Mauricie
1577,0013246200,Chaudière-Appalaches
1578,0010720000,Outaouais
1579,0015559000,Saguenay–Lac-Saint-Jean
1580,0016113500,Estrie
1581,0013299655,Bas-Saint-Laurent
1582,0074046000,Capitale-Nationale
1583,0013205200,Montérégie
1584,0005028000,Laurentides
1585,0005510302,Estrie
1586,0064080007,Laurentides
1587,0015907500,Mauricie
1588,0031122500,Laurentides
1589,0036215000,Capitale-Nationale
1590,0004051705,Capitale-Nationale
1591,0011681000,Chaudière-Appalaches
1592,4765800500,Saguenay–Lac-Saint-Jean
1593,0015832500,Lanaudière
1594,0002004840,Montérégie
1595,4094002000,Capitale-Nationale
1596,0024956000,Estrie
1597,0001511500,Montérégie
1598,0020926600,Montérégie
1599,0004056001,Capitale-Nationale
1600,4750001000,Saguenay–Lac-Saint-Jean
1601,0032570000,Montérégie
1602,0032525000,Montérégie
1603,0001305901,Laval
1604,0005504325,Estrie
1605,0002012500,Montréal
1606,0020110000,Montérégie
1607,0074050400,Capitale-Nationale
1608,0034330500,Lanaudière
1609,0026324000,Estrie
1610,0004056003,Capitale-Nationale
1611,0013306000,Montérégie
1612,0016943500,Saguenay–Lac-Saint-Jean
1613,0021924000,Montérégie
1614,0013840500,Mauricie
1615,0007323013,Chaudière-Appalaches
1616,4236801000,Capitale-Nationale
1617,6240801000,Montérégie
1618,2768001000,Laurentides
1619,0021442500,Estrie
1620,0001518303,Montréal
1621,7052101000,Montérégie
1622,0005509806,Estrie
1623,0031724000,Outaouais
1624,0027160000,Chaudière-Appalaches
1625,9197003000,Bas-Saint-Laurent
1626,0029523000,Bas-Saint-Laurent
1627,4584003000,Saguenay–Lac-Saint-Jean
1628,0021602500,Estrie
1629,8964501000,Chaudière-Appalaches
1630,0004003130,Montérégie
1631,8687002000,Chaudière-Appalaches
1632,0002016000,Montréal
1633,0020148000,Montérégie
1634,0001524500,Laurentides
1635,3524104000,Lanaudière
1636,0028920000,Bas-Saint-Laurent
1637,2674101000,Laurentides
1638,0021915000,Montérégie
1639,0013119000,Lanaudière
1640,0015544000,Mauricie
1641,0013887500,Côte-Nord
1642,0053003010,Montérégie
1643,9167101000,Bas-Saint-Laurent
1644,0001514650,Montréal
1645,0023942500,Centre-du-Québec
1646,0004003200,Montérégie
1647,3278000500,Laurentides
1648,0014877000,Intersection: Laval + Laurentides
1649,0057332502,Capitale-Nationale
1650,0002004830,Montérégie
1651,0039330000,Abitibi-Témiscamingue
1652,0013864000,Capitale-Nationale
1653,0074025000,Capitale-Nationale
1654,0041040000,Estrie
1655,0073002000,Montérégie
1656,9498001500,Bas-Saint-Laurent
1657,0020170000,Montérégie
1658,7564002000,Estrie
1659,0017360000,Chaudière-Appalaches
1660,0015316000,Mauricie
1661,0027642500,Chaudière-Appalaches
1662,0017230000,Saguenay–Lac-Saint-Jean
1663,0007362001,Capitale-Nationale
1664,0039140000,Abitibi-Témiscamingue
1665,4231001000,Capitale-Nationale
1666,0005028500,Laurentides
1667,0036560000,Capitale-Nationale
1668,0026965000,Chaudière-Appalaches
1669,0021674000,Chaudière-Appalaches
1670,2157004000,Intersection: Abitibi-Témiscamingue + Nord-du-Québec
1671,0013299685,Bas-Saint-Laurent
1672,0007030016,Saguenay–Lac-Saint-Jean
1673,6864001000,Estrie
1674,0002064500,Chaudière-Appalaches
1675,0007357004,Capitale-Nationale
1676,0002016006,Montréal
1677,0026947500,Chaudière-Appalaches
1678,3482001000,Lanaudière
1679,0008580000,Bas-Saint-Laurent
1680,0011267800,Chaudière-Appalaches
1681,3061001000,Laurentides
1682,0025560000,Centre-du-Québec
1683,0023577500,Montérégie
1684,0027165000,Chaudière-Appalaches
1685,0011275500,Chaudière-Appalaches
1686,0011268000,Chaudière-Appalaches
1687,0004007000,Montréal
1688,0013445000,Montérégie
1689,0011240900,Estrie
1690,0001525501,Laurentides
1691,0034356000,Lanaudière
1692,9263701000,Bas-Saint-Laurent
1693,0053001040,Montérégie
1694,0011147500,Abitibi-Témiscamingue
1695,0028150000,Chaudière-Appalaches
1696,0014854000,Outaouais
1697,9225002000,Bas-Saint-Laurent
1698,0016930000,Saguenay–Lac-Saint-Jean
1699,0016936000,Saguenay–Lac-Saint-Jean
1700,0002510800,Montréal
1701,0022720000,Montérégie
1702,0017365000,Chaudière-Appalaches
1703,0002071875,Bas-Saint-Laurent
1704,0017050000,Saguenay–Lac-Saint-Jean
1705,9310201000,Bas-Saint-Laurent
1706,0013820000,Intersection: Montréal + Lanaudière
1707,3022210000,Montérégie
1708,0039346400,Abitibi-Témiscamingue
1709,0010488000,Estrie
1710,0005518000,Centre-du-Québec
1711,0032909000,Laurentides
1712,0012516102,Laval
1713,0001023804,Estrie
1714,0002026004,Montérégie
1715,0019551000,Bas-Saint-Laurent
1716,3019305000,Montérégie
1717,0036555000,Capitale-Nationale
1718,0022327500,Montérégie
1719,0004013920,Montréal
1720,0030150000,Outaouais
1721,0027320000,Chaudière-Appalaches
1722,0013297900,Bas-Saint-Laurent
1723,0002024011,Montérégie
1724,6240803000,Montérégie
1725,0064089510,Intersection: Laurentides + Lanaudière
1726,0004051718,Capitale-Nationale
1727,0004011501,Montréal
1728,0007355002,Capitale-Nationale
1729,0002025004,Montérégie
1730,0003020530,Montérégie
1731,0007051002,Saguenay–Lac-Saint-Jean
1732,0017020000,Saguenay–Lac-Saint-Jean
1733,0073003010,Montérégie
1734,0004026202,Lanaudière
1735,0017325000,Chaudière-Appalaches
1736,0004037500,Mauricie
1737,0025329500,Estrie
1738,0033537000,Intersection: Laurentides + Lanaudière
1739,0054090000,Capitale-Nationale
1740,4778801000,Saguenay–Lac-Saint-Jean
1741,0002004825,Montérégie
1742,8065003000,Centre-du-Québec
1743,0011230500,Estrie
1744,0016105500,Estrie
1745,0002011800,Montréal
1746,0007335023,Chaudière-Appalaches
1747,0013844500,Capitale-Nationale
1748,0003009510,Montérégie
1749,0014115200,Estrie
1750,0002009200,Montréal
1751,0022039000,Estrie
1752,0024318000,Estrie
1753,0007325000,Chaudière-Appalaches
1754,0001303810,Montréal
1755,0044050000,Capitale-Nationale
1756,0052014000,Montréal
1757,8481505000,Estrie
1758,0074020000,Capitale-Nationale
1759,0016757000,Nord-du-Québec
1760,0011635000,Estrie
1761,2072001000,Abitibi-Témiscamingue
1762,0002061011,Chaudière-Appalaches
1763,0001023500,Estrie
1764,0013237000,Chaudière-Appalaches
1765,2590010000,Outaouais
1766,0035448000,Capitale-Nationale
1767,0004065001,Capitale-Nationale
1768,0011126000,Abitibi-Témiscamingue
1769,0001507000,Montérégie
1770,0002027003,Montérégie
1771,0003019020,Montérégie
1772,0015931000,Mauricie
1773,0003026000,Montérégie
1774,0039740000,Abitibi-Témiscamingue
1775,0013293910,Gaspésie–Îles-de-la-Madeleine
1776,3020510000,Montérégie
1777,0013295500,Gaspésie–Îles-de-la-Madeleine
1778,4584001000,Saguenay–Lac-Saint-Jean
1779,0014342500,Estrie
1780,0001022502,Estrie
1781,7185002000,Centre-du-Québec
1782,9629703000,Bas-Saint-Laurent
1783,0007362000,Capitale-Nationale
1784,4889202000,Côte-Nord
1785,0016530000,Centre-du-Québec
1786,0001519403,Laval
1787,0002001000,Montérégie
1788,0002058100,Chaudière-Appalaches
1789,0028360000,Chaudière-Appalaches
1790,0004063003,Capitale-Nationale
1791,0013234000,Centre-du-Québec
1792,0044020000,Laval
1793,0034787000,Lanaudière
1794,0034438000,Laurentides
1795,0007345014,Capitale-Nationale
1796,3098004000,Laurentides
1797,0010844500,Chaudière-Appalaches
1798,0013291170,Gaspésie–Îles-de-la-Madeleine
1799,0029155000,Bas-Saint-Laurent
1800,0001516000,Montréal
1801,8928001000,Chaudière-Appalaches
1802,3022220000,Montérégie
1803,0011640000,Estrie
1804,0013294700,Gaspésie–Îles-de-la-Madeleine
1805,0002001175,Montérégie
1806,0001020304,Estrie
1807,4542003000,Saguenay–Lac-Saint-Jean
1808,0031514000,Outaouais
1809,0021909000,Montérégie
1810,0005513900,Estrie
1811,0029510000,Bas-Saint-Laurent
1812,6632001500,Estrie
1813,2880601000,Outaouais
1814,0004009500,Montréal
1815,0004057020,Capitale-Nationale
1816,7154101000,Montérégie
1817,8360004000,Chaudière-Appalaches
1818,0041049008,Estrie
1819,0001024702,Estrie
1820,2801001000,Outaouais
1821,0022105000,Montérégie
1822,3137005000,Laurentides
1823,0030721000,Outaouais
1824,3019610000,
1825,0007345052,Capitale-Nationale
1826,0026360000,Centre-du-Québec
1827,0013206500,Montérégie
1828,8360003000,Intersection: Estrie + Chaudière-Appalaches
1829,0024360000,Estrie
1830,0001303601,Montréal
1831,2855503000,Outaouais
1832,2636001000,Outaouais
1833,0022032000,Estrie
1834,0023450500,Bas-Saint-Laurent
1835,0011217000,Montérégie
1836,9194301000,Bas-Saint-Laurent
1837,0001022508,Estrie
1838,6632001000,Estrie
1839,0013867500,Capitale-Nationale
1840,0004063001,Capitale-Nationale
1841,0061020000,Estrie
1842,0016109902,Estrie
1843,0020248000,Intersection: Montérégie + Estrie
1844,0034220000,Montérégie
1845,0004051711,Capitale-Nationale
1846,6683202000,Estrie
1847,0002028009,Montérégie
1848,0011243250,Estrie
1849,0002031100,Montérégie
1850,0017566000,Capitale-Nationale
1851,7081301000,Montérégie
1852,0001302007,Montréal
1853,0004003500,Montérégie
1854,6124501007,Montréal
1855,0044011500,Laval
1856,0004041002,Capitale-Nationale
1857,0011636000,Estrie
1858,0005021000,Outaouais
1859,2157003000,Abitibi-Témiscamingue
1860,0074025008,Capitale-Nationale
1861,0017305000,Chaudière-Appalaches
1862,6158410000,Montérégie
1863,7265002000,Centre-du-Québec
1864,0016109500,Estrie
1865,0005504802,Estrie
1866,0097350008,Capitale-Nationale
1867,0022245000,Estrie
1868,0010532000,Outaouais
1869,2367001000,Abitibi-Témiscamingue
1870,6848002000,Estrie
1871,0013289200,Gaspésie–Îles-de-la-Madeleine
1872,0036772500,Capitale-Nationale
1873,2211796300,Abitibi-Témiscamingue
1874,0002058120,Chaudière-Appalaches
1875,0041043904,Estrie
1876,0004013840,Montréal
1877,0003021000,Montérégie
1878,0011248200,Estrie
1879,7046001000,Montérégie
1880,0053000600,Montérégie
1881,9534004000,Gaspésie–Îles-de-la-Madeleine
1882,0022925000,Montérégie
1883,7229101000,Intersection: Montérégie + Centre-du-Québec
1884,2691003000,Laurentides
1885,0013827900,Mauricie
1886,0002013200,Montréal
1887,0026340000,Chaudière-Appalaches
1888,0019550000,Bas-Saint-Laurent
1889,0013827000,Mauricie
1890,0039575000,Abitibi-Témiscamingue
1891,0004007400,Montréal
1892,0034112500,Lanaudière
1893,0010834500,Estrie
1894,6974901000,Estrie
1895,8245202000,Chaudière-Appalaches
1896,0027647000,Chaudière-Appalaches
1897,0020470000,Chaudière-Appalaches
1898,0057330004,Capitale-Nationale
1899,0020912000,Montérégie
1900,0011778500,Abitibi-Témiscamingue
1901,2047001000,Abitibi-Témiscamingue
1902,0014129000,Estrie
1903,0013220000,Montérégie
1904,0013885000,Côte-Nord
1905,0010484000,Estrie
1906,0019578000,Bas-Saint-Laurent
1907,0026310000,Estrie
1908,0033842500,Montérégie
1909,0017311000,Chaudière-Appalaches
1910,0010150000,Abitibi-Témiscamingue
1911,0017565002,Capitale-Nationale
1912,3035501100,Montérégie
1913,9788002000,Gaspésie–Îles-de-la-Madeleine
1914,0027736500,Chaudière-Appalaches
1915,0013280200,Gaspésie–Îles-de-la-Madeleine
1916,3098001500,Laurentides
1917,0039148000,Abitibi-Témiscamingue
1918,6497201000,Montérégie
1919,0014734000,Estrie
1920,4189901000,Capitale-Nationale
1921,0017322800,Chaudière-Appalaches
1922,4277201000,Capitale-Nationale
1923,0013293900,Gaspésie–Îles-de-la-Madeleine
1924,0005553004,Mauricie
1925,0013826300,Lanaudière
1926,0023441000,Bas-Saint-Laurent
1927,6361010000,Montérégie
1928,0007345026,Capitale-Nationale
1929,8478203000,Estrie
1930,8593501000,Chaudière-Appalaches
1931,0002003000,Montérégie
1932,0023663000,Montérégie
1933,0001518007,Montréal
1934,0032930000,Intersection: Laurentides + Lanaudière
1935,7583002000,Estrie
1936,0017317000,Chaudière-Appalaches
1937,0013846500,Capitale-Nationale
1938,3021201000,Montérégie
1939,0012212500,Centre-du-Québec
1940,0026325000,Estrie
1941,0004031000,Mauricie
1942,0020457500,Chaudière-Appalaches
1943,0035246000,Mauricie
1944,0011690000,Chaudière-Appalaches
1945,0001518201,Montréal
1946,7099203000,Montérégie
1947,0021437000,Estrie
1948,9197004000,Bas-Saint-Laurent
1949,0036545000,Capitale-Nationale
1950,0002004320,Montérégie
1951,0001510009,Montérégie
1952,0002013201,Montréal
1953,0017565502,Capitale-Nationale
1954,0002029005,Montérégie
1955,0029310000,Bas-Saint-Laurent
1956,0023548000,Montérégie
1957,0002067000,Chaudière-Appalaches
1958,0017564005,Capitale-Nationale
1959,0034417500,Laurentides
1960,0002088000,Bas-Saint-Laurent
1961,0004002050,Montérégie
1962,0004003260,Montérégie
1963,0034040000,Montérégie
1964,0016965500,Saguenay–Lac-Saint-Jean
1965,0074045004,Capitale-Nationale
1966,0001302200,Montréal
1967,0034425000,Laurentides
1968,7856901000,Centre-du-Québec
1969,0004001550,Montérégie
1970,0019907000,Gaspésie–Îles-de-la-Madeleine
1971,0011720000,Laurentides
1972,0021230000,Estrie
1973,0013930000,Intersection: Montérégie + Estrie
1974,0022312500,Montérégie
1975,0007332500,Chaudière-Appalaches
1976,0020216500,Montérégie
1977,0011756800,Laurentides
1978,3947601000,Mauricie
1979,0013804000,Montérégie
1980,0013888100,Côte-Nord
1981,0002002170,Montérégie
1982,0013860000,Capitale-Nationale
1983,2129001000,Abitibi-Témiscamingue
1984,0015923000,Mauricie
1985,0003023010,Montérégie
1986,0011650000,Centre-du-Québec
1987,0026727500,Centre-du-Québec
1988,2575001000,Outaouais
1989,0005024000,Outaouais
1990,0005005000,Outaouais
1991,0024310000,Estrie
1992,0013884000,Côte-Nord
1993,0013618000,Montréal
1994,0002024001,Montérégie
1995,0038916000,Côte-Nord
1996,0013259000,Bas-Saint-Laurent
1997,4943001000,Côte-Nord
1998,3093001000,Laurentides
1999,2211796675,Abitibi-Témiscamingue
2000,2028101000,Nord-du-Québec
2001,2211796325,Abitibi-Témiscamingue
2002,0010545000,Outaouais
2003,0022434500,Montérégie
2004,0004031504,Mauricie
2005,0001532500,Laurentides
2006,0019820000,Gaspésie–Îles-de-la-Madeleine
2007,0011624000,Montérégie
2008,0003024001,Montérégie
2009,9244002000,Bas-Saint-Laurent
2010,9194201000,Bas-Saint-Laurent
2011,0011235900,Estrie
2012,2735002000,Laurentides
2013,0002048000,Chaudière-Appalaches
2014,0013210500,Montérégie
2015,0029870000,Bas-Saint-Laurent
2016,0005501704,Estrie
2017,7857001000,Centre-du-Québec
2018,2035101000,Abitibi-Témiscamingue
2019,0004011002,Montréal
2020,0020924000,Montérégie
2021,0003026500,Montérégie
2022,0032768000,Laurentides
2023,0013319500,Montérégie
2024,2674102000,Laurentides
2025,0033930000,Lanaudière
2026,7142003000,Montérégie
2027,0020241000,Montérégie
2028,0003013000,Montérégie
2029,0011766050,Laurentides
2030,4770000100,Saguenay–Lac-Saint-Jean
2031,0003536000,Montérégie
2032,3947602000,Mauricie
2033,0044024004,Capitale-Nationale
2034,0041041900,Estrie
2035,0034122500,Lanaudière
2036,0002029008,Montérégie
2037,0022230000,Montérégie
2038,0002027002,Montérégie
2039,0017564007,Capitale-Nationale
2040,0007345021,Capitale-Nationale
2041,0012540000,Lanaudière
2042,0014879000,Laval
2043,0001519311,Laval
2044,7832403000,Centre-du-Québec
2045,0016138500,Centre-du-Québec
2046,0021027500,Estrie
2047,3586002000,Lanaudière
2048,9838801000,Gaspésie–Îles-de-la-Madeleine
2049,0010548000,Outaouais
2050,0034482500,Lanaudière
2051,0074047004,Capitale-Nationale
2052,0013811001,Montréal
2053,0022930000,Montérégie
2054,0013350000,Montérégie
2055,0003527504,Montérégie
2056,4620001000,Saguenay–Lac-Saint-Jean
2057,0013135000,Lanaudière
2058,0041047012,Estrie
2059,0007358060,Capitale-Nationale
2060,0028130000,Chaudière-Appalaches
2061,0011776500,Abitibi-Témiscamingue
2062,0005516406,Estrie
2063,0001307500,Intersection: Laval + Laurentides
2064,9695200500,Gaspésie–Îles-de-la-Madeleine
2065,0002004310,Montérégie
2066,0004046000,Capitale-Nationale
2067,0013297300,Bas-Saint-Laurent
2068,3757001000,Mauricie
2069,0010139000,Abitibi-Témiscamingue
2070,6873006000,Estrie
2071,0014334500,Estrie
2072,0010955000,Nord-du-Québec
2073,0015866000,Lanaudière
2074,7985203000,Centre-du-Québec
2075,7265001000,Centre-du-Québec
2076,0004051716,Capitale-Nationale
2077,0001017706,Estrie
2078,0017217050,Saguenay–Lac-Saint-Jean
2079,0011615000,Montérégie
2080,0001020104,Estrie
2081,0004004000,Intersection: Montréal + Montérégie
2082,0020525000,Montérégie
2083,3142002000,Laurentides
2084,0041051008,Estrie
2085,0030310000,Outaouais
2086,0004059005,Capitale-Nationale
2087,0011643000,Estrie
2088,2396303000,Outaouais
2089,3794101500,Mauricie
2090,0001518101,Montréal
2091,6855001000,Estrie
2092,0007362002,Capitale-Nationale
2093,6969102000,Estrie
2094,8699001000,Chaudière-Appalaches
2095,2855504000,Outaouais
2096,0013911500,Estrie
2097,0023640000,Montérégie
2098,8287001000,Chaudière-Appalaches
2099,4764005000,Saguenay–Lac-Saint-Jean
2100,7985201000,Centre-du-Québec
2101,0029637500,Bas-Saint-Laurent
2102,0012540500,Lanaudière
2103,0013322500,Montérégie
2104,0013866004,Capitale-Nationale
2105,0023523000,Estrie
2106,0001022504,Estrie
2107,2051001000,Abitibi-Témiscamingue
2108,0034828500,Lanaudière
2109,6139500100,Montérégie
2110,0039560000,Abitibi-Témiscamingue
2111,0038810000,Abitibi-Témiscamingue
2112,0002066000,Chaudière-Appalaches
2113,0097355005,Capitale-Nationale
2114,0004042008,Capitale-Nationale
2115,0001518017,Montréal
2116,0013294200,Gaspésie–Îles-de-la-Madeleine
2117,0005555003,Mauricie
2118,0038645000,Abitibi-Témiscamingue
2119,0044038002,Capitale-Nationale
2120,0007346001,Capitale-Nationale
2121,4382001000,Capitale-Nationale
2122,0000509000,Outaouais
2123,0012516507,Laval
2124,0011733000,Laurentides
2125,0003024500,Montérégie
2126,0004026805,Lanaudière
2127,0003532008,Montérégie
2128,0004042007,Capitale-Nationale
2129,0010829000,Estrie
2130,7130001000,Montérégie
2131,0011796000,Abitibi-Témiscamingue
2132,0013612000,Montréal
2133,0021130000,Montérégie
2134,0036441000,Laurentides
2135,0004041001,Capitale-Nationale
2136,S001346879,Montérégie
2137,0007355003,Capitale-Nationale
2138,0013249500,Chaudière-Appalaches
2139,0007356002,Capitale-Nationale
2140,3888204000,Mauricie
2141,0033840500,Montérégie
2142,0004041006,Capitale-Nationale
2143,0027122000,Chaudière-Appalaches
2144,7142001000,Montérégie
2145,0074015002,Capitale-Nationale
2146,0004007200,Montréal
2147,0029840000,Bas-Saint-Laurent
2148,0074005000,Capitale-Nationale
2149,0020925900,Montérégie
2150,0004026807,Lanaudière
2151,6456803000,Montérégie
2152,2282001000,Abitibi-Témiscamingue
2153,0019924000,Gaspésie–Îles-de-la-Madeleine
2154,0005516000,Intersection: Centre-du-Québec + Estrie
2155,4693005000,Saguenay–Lac-Saint-Jean
2156,0036804000,Capitale-Nationale
2157,0012536000,Lanaudière
2158,7277304000,Centre-du-Québec
2159,0064070000,Laurentides
2160,0011614000,Montérégie
2161,9161002000,Bas-Saint-Laurent
2162,0022970000,Montérégie
2163,9976005000,Gaspésie–Îles-de-la-Madeleine
2164,9176207000,Bas-Saint-Laurent
2165,0013298100,Bas-Saint-Laurent
2166,0001023406,Estrie
2167,0002043000,Centre-du-Québec
2168,0005545000,Centre-du-Québec
2169,4063101000,Capitale-Nationale
2170,0004034000,Mauricie
2171,0026962500,Chaudière-Appalaches
2172,2122001000,Abitibi-Témiscamingue
2173,0039345400,Abitibi-Témiscamingue
2174,0013877500,Côte-Nord
2175,0030942500,Laurentides
2176,7891003000,Centre-du-Québec
2177,0017564004,Capitale-Nationale
2178,0014824000,Outaouais
2179,0032555000,Montérégie
2180,0001511250,Montérégie
2181,0026930000,Chaudière-Appalaches
2182,7625010000,Estrie
2183,3483003000,Lanaudière
2184,0016143500,Centre-du-Québec
2185,0003047000,Centre-du-Québec
2186,0013293300,Gaspésie–Îles-de-la-Madeleine
2187,0005549000,Centre-du-Québec
2188,0017217500,Saguenay–Lac-Saint-Jean
2189,0001519404,Laval
2190,9583001500,Bas-Saint-Laurent
2191,0041047010,Estrie
2192,0019824200,Gaspésie–Îles-de-la-Madeleine
2193,0001302406,Montréal
2194,0020226000,Montérégie
2195,0015825500,Laurentides
2196,8778001000,Chaudière-Appalaches
2197,0013269800,Bas-Saint-Laurent
2198,2211796800,Abitibi-Témiscamingue
2199,4441001500,Capitale-Nationale
2200,0030952500,Laurentides
2201,0011219500,Montérégie
2202,3019420000,Montérégie
2203,2211796250,Abitibi-Témiscamingue
2204,6864002000,Estrie
2205,0030750000,Outaouais
2206,0032147500,Laurentides
2207,0013252500,Bas-Saint-Laurent
2208,0044039002,Capitale-Nationale
2209,0011759100,Laurentides
2210,2959301000,Laurentides
2211,0034217500,Montérégie
2212,2139003000,Abitibi-Témiscamingue
2213,0001936003,Laval
2214,4836100100,Saguenay–Lac-Saint-Jean
2215,9256501000,Bas-Saint-Laurent
2216,0014131000,Estrie
2217,7939001000,Centre-du-Québec
2218,0015926000,Mauricie
2219,0016754500,Nord-du-Québec
2220,0002052019,Chaudière-Appalaches
2221,0010740000,Intersection: Laurentides + Outaouais
2222,0035460000,Capitale-Nationale
2223,0005554013,Mauricie
2224,4094000500,Capitale-Nationale
2225,0002505002,Montérégie
2226,0002002500,Montérégie
2227,0013390525,Montérégie
2228,0013222200,Centre-du-Québec
2229,0023337500,Montérégie
2230,0029528500,Bas-Saint-Laurent
2231,0004026102,Lanaudière
2232,7583001000,Estrie
2233,0007345007,Capitale-Nationale
2234,0023730000,Estrie
2235,6074650000,Montérégie
2236,1865002000,Abitibi-Témiscamingue
2237,4945401000,Côte-Nord
2238,0057330003,Capitale-Nationale
2239,6247302000,Montérégie
2240,0002028007,Montérégie
2241,0020253500,Estrie
2242,0020540000,Montérégie
2243,0022940000,Montérégie
2244,0013612007,Montréal
2245,0036781000,Capitale-Nationale
2246,0057327500,Capitale-Nationale
2247,8657301000,Chaudière-Appalaches
2248,0019560000,Bas-Saint-Laurent
2249,0002051012,Chaudière-Appalaches
2250,0097352506,Capitale-Nationale
2251,0036055000,Capitale-Nationale
2252,3277004000,Laurentides
2253,0004026900,Lanaudière
2254,0033535000,Laurentides
2255,0002071250,Bas-Saint-Laurent
2256,0001302402,Montréal
2257,0013298700,Bas-Saint-Laurent
2258,0010481000,Montérégie
2259,0041045006,Estrie
2260,0013609001,Montréal
2261,9629700500,Bas-Saint-Laurent
2262,0004026205,Lanaudière
2263,0003533000,Montérégie
2264,9385001000,Bas-Saint-Laurent
2265,4417001000,Saguenay–Lac-Saint-Jean
2266,2260801000,Abitibi-Témiscamingue
2267,0024922500,Estrie
2268,0003030000,Montérégie
2269,0029869000,Bas-Saint-Laurent
2270,8238001000,Chaudière-Appalaches
2271,7052403000,Montérégie
2272,0001009000,Intersection: Montréal + Montérégie
2273,0016959200,Saguenay–Lac-Saint-Jean
2274,0014833000,Outaouais
2275,0010117000,Abitibi-Témiscamingue
2276,0022712500,Montérégie
2277,0011226000,Intersection: Montérégie + Estrie
2278,7834107000,Centre-du-Québec
2279,9454004500,Bas-Saint-Laurent
2280,0041049004,Estrie
2281,4277203000,Capitale-Nationale
2282,0007332521,Chaudière-Appalaches
2283,0016123000,Intersection: Centre-du-Québec + Chaudière-Appalaches
2284,9568002000,Bas-Saint-Laurent
2285,0001301800,Montréal
2286,0007051506,Saguenay–Lac-Saint-Jean
2287,9380300500,Bas-Saint-Laurent
2288,0013881500,Côte-Nord
2289,0005559000,Mauricie
2290,0005501706,Estrie
2291,0074047008,Capitale-Nationale
2292,6398000100,Montérégie
2293,0029570000,Bas-Saint-Laurent
2294,0010843000,Intersection: Estrie + Chaudière-Appalaches
2295,4785002000,Saguenay–Lac-Saint-Jean
2296,8979204000,Chaudière-Appalaches
2297,0008510000,Bas-Saint-Laurent
2298,4350701000,Capitale-Nationale
2299,0001508520,Montérégie
2300,0011213000,Montérégie
2301,0020545000,Montérégie
2302,0036646000,Outaouais
2303,0011221600,Montérégie
2304,4350001000,Capitale-Nationale
2305,4952001000,Côte-Nord
2306,0013874000,Côte-Nord
2307,0033320000,Laurentides
2308,0004052000,Capitale-Nationale
2309,0011615200,Montérégie
2310,0003026005,Montérégie
