section,nom,type,debut,fin,dg,dt,cs,municipalite
9263700500,1ER RANG DE ST-MODESTE,Route,Premier Rang / Rivière Verte,Premier Rang    Ch. Tourbières  Berger,53.0,65.0,8.0,Saint-Antonin
20740000,RANG SAINT-RÉGIS,Route,montée Sainte-Thérèse (61582),"rue Boyer (61584), à Saint-Isidore",56.0,29.0,2.0,Saint-Isidore
44050000,AUT. DUFFERIN -MONTMORENCY,Route,boulevard des Chutes,autoroute 40,53.0,71.0,84.0,Québec
97347500,Autoroute Laurentienne,Route,rue de la Croix-Rouge,vers Cardinal-Roy,53.0,71.0,84.0,Québec
11782500,route 117,Route,chemin des lacs (ou chemin de la mine Norlatic),avenue Saint-Louis,53.0,91.0,6.0,Malartic
57330000,AUT. HENRI IV,Route,route 358,route 369 sud,53.0,71.0,84.0,Québec
7150301000,,Route,route 132,limite de Contrecoeur,56.0,29.0,2.0,Contrecoeur
2061024,00020-06-130-3BD0,Bretelle,INT. LIGNE RIVE RTE LALLEMAND,000G 2892,53.0,66.0,10.0,Lévis
15550000,route 155,Route,rue Saint-Jean-Bosco,route du Lac-Édouard,53.0,70.0,6.0,La Bostonnais
32317500,route 323,Route,rang Sainte-Julie-Est,route 315,53.0,89.0,6.0,Saint-André-Avellin
5548000,autoroute 55,Route,boulevard des Acadiens,accès sud de l'autoroute 30,53.0,64.0,6.0,Bécancour
52018001,00520-01-025-34A0,Bretelle,SORTIE SUR V. SERV. POUR 43 IEME AVENUE,À préciser,56.0,29.0,2.0,Dorval
11240102,Route 249,Bretelle,Route 249 (S-123B),Route 112 Ouest,53.0,90.0,8.0,Sherbrooke
23578000,,Route,à l'intersection nord de la route 239,limite Nord de Massueville,53.0,86.0,10.0,Saint-Aimé
24318000,route 243,Route,route 245 (DT Estrie),ch. de Spring Hill,53.0,90.0,12.0,Bolton-Ouest
33560000,route 335,Route,route 158,route 337,53.0,88.0,7.0,Saint-Lin - Laurentides
4038500,autoroute 40,Route,rue des Prairies,"route 352, à la sortie 210",53.0,70.0,7.0,Trois-Rivières
7277305000,,Route,route Ployart (72650),chemin Mc Givney,53.0,64.0,8.0,Durham-Sud
3196001000,,Route,route 117,rue de l'Académie,53.0,88.0,9.0,Val-David
10132000,route 101,Route,Route Nédélec-Guérin,à l'intersection sud de la route 391,53.0,91.0,10.0,Nédélec
2196001000,,Route,rang des Pionniers (21910),rang du Berger (21948),53.0,91.0,7.0,Rouyn-Noranda
7096002000,Montée de Picardie / Chemin de la Butte-aux-Renards,Route,chemin de la Baronnie (71502),chemin du Petit-Bois (70951),56.0,29.0,2.0,Varennes
13611500,00136-01-100-000D,Route,sortie 3 Guy,vis-à-vis entrée St-Antoine,56.0,29.0,2.0,Westmount
7330021,00073-01-132-32A0,Bretelle,"A73 Nord, Robert-Cliche",route 112,53.0,66.0,6.0,Saint-Joseph-de-Beauce
29335000,route 293,Route,Quatrième Rang,Ch. Taché Ouest,53.0,65.0,8.0,Saint-Cyprien
7356001,00073-03-180-31I0,Bretelle,rue de la Faune,A-73 Nord,53.0,71.0,84.0,Québec
1514200,autoroute 15,Route,À  la sortie du boul. de la Vérendrye,Entrée du boul. de la Vérendrye,56.0,29.0,2.0,Montréal
7098001000,Montée Calixa-Lavallée,Route,route 132,chemin Haut des Terres-Noires (70502),56.0,29.0,2.0,Verchères
13912500,route 139,Route,boul. Industriel,rue Cowie,53.0,90.0,12.0,Granby
1302454,00013-02-030-31J0,Bretelle,De bretelle 00013-02-030-31C0,Vers Autoroute 40,56.0,29.0,2.0,Montréal
34334000,Route 343,Route,rang de la Petite Noraie,route 311,53.0,88.0,6.0,Saint-Charles-Borromée
11221300,BOULEVARD RICHELIEU,Route,Chemin de Chambly,Chemin du ruisseau-St-Louis Ouest,53.0,86.0,11.0,Marieville
13128000,route 131,Route,route 345,à l'intersection sud de la route 348,53.0,88.0,6.0,Saint-Félix-de-Valois
11235700,route 112,Route,bretelle 10-02-265-31P0,Giratoire,53.0,90.0,8.0,Magog
7826001000,,Route,route Laliberté (78290),rang Saint-François (78291),53.0,64.0,7.0,Warwick
22123200,BOULEVARD SAINT-RÉMI,Route,Intersection sud du chemin Principal (61710),rue Saint-André,53.0,86.0,13.0,Saint-Rémi
22760000,route 227,Route,bretelle e/s A20,autoroute 20,53.0,86.0,10.0,Sainte-Madeleine
2061023,00020-06-130-3BC0,Bretelle,début,Intersection au chemin des forts,53.0,66.0,10.0,Lévis
32778000,Rue Léonard,Route,chemin du Tour du Lac Maskinongé,route 117,53.0,88.0,9.0,Mont-Tremblant
14342500,route 143,Route,chemin Goshen,chemin de la Rivière,53.0,90.0,9.0,Cleveland
4057002,00040-08-043-32A0,Bretelle,Voie de service A-40 est,00740-01-061-000D,53.0,71.0,84.0,Québec
3021000,Autoroute 30,Route,A15,Autoroute 930 est (sortie 58),56.0,29.0,2.0,Saint-Constant
2051014,00020-06-051-31C0,Bretelle,A-20 Ouest,chemin Olivier,53.0,66.0,10.0,Lévis
2062004,00020-06-161-HAA0 (halte de St-Michel dir est),Bretelle,entrée de la halte,sortie de la halte,53.0,66.0,9.0,Saint-Michel-de-Bellechasse
4026809,00040-04-052-32A0,Bretelle,Intersection voie de service A-40 Est,Intersection centre Rte 343 (mtée St-Sulpice),56.0,29.0,2.0,Saint-Sulpice
4643001000,RTE STE-ÉLISABETH-DE-PROULX,Route,"Rg St-Jean (46400),   Dolbeau-Mistassini","Rte de Proulx (46440),   Village Ste-Élisabeth",53.0,68.0,8.0,Dolbeau-Mistassini
2013201,00020-02-060-32A0,Bretelle,"SORTIE #58, A-20 EST POUR 55 IEME AV.",55 IEME AVENUE,56.0,29.0,2.0,Dorval
41047002,00410-01-025-35B0,Bretelle,Voie de service Est (S-7),rue Dunant,53.0,90.0,8.0,Sherbrooke
13207050,boul. René-Lévesque,Route,Boulevard de Léry (132-03-013),rue Principale,56.0,29.0,2.0,Léry
3031000,autoroute 30,Route,chemin Calixa-Lavallée,Montée Chicoine Larose,56.0,29.0,2.0,Verchères
12205000,route 122,Route,route 132,route 224,53.0,86.0,10.0,Yamaska
1021202,00010-02-235-31A0,Bretelle,A-10 est (S-106),vers route 245,53.0,90.0,8.0,Eastman
17560000,route 175,Route,de Duplessis,boul. Laurier,53.0,71.0,84.0,Québec
9262102000,,Route,1er rang St-Modeste,chemin des Pionniers (93801)  / Route de la Plaine,53.0,65.0,8.0,Saint-Arsène
32768000,Rue du Village / Route de Crystal Falls,Route,à l'intersection ouest de la route 364,chemin du Tour du Lac Maskinongé,53.0,88.0,9.0,Arundel
25110000,route 251,Route,route 141,route East Hereford (rang 9),53.0,90.0,7.0,Saint-Herménégilde
27155000,route 271,Route,à l'intersection nord-est des routes 216 et 269,route 218,53.0,66.0,10.0,Sainte-Agathe-de-Lotbinière
1025000,autoroute 10,Route,autoroute 410,autoroute 55,53.0,90.0,8.0,Sherbrooke
54083004,A-540 et chemin des Quatre-Bourgeois bretelle D,Bretelle,Rue de Bourgogne,00540-06-061-000D,53.0,71.0,84.0,Québec
3483001000,,Route,route 337,rang Saint-Joseph (34610),53.0,88.0,6.0,Sainte-Béatrix
7526003000,,Route,13e rang (77990),route Mondoux (78281),53.0,64.0,7.0,Kingsey Falls
13842500,R-138 Deschambault,Route,route 363,route Proulx (40720),53.0,71.0,86.0,Deschambault-Grondines
4542001000,RTE STE-EDWIDGE,Route,"Rte 169,   Roberval","1er rang (45381),  Roberval",53.0,68.0,8.0,Roberval
3734002000,,Route,route Gagné (36960),chemin Clément nord (37251),53.0,70.0,7.0,Saint-Justin
73003000,00730-01-010-000D et 000G / 00730-01-020-000D et 000G,Route,Bretelle 00730-01-010-31A0 vers la Montée St-Régis,Bretelle 00730-01-020-31D0 venant de la Montée St-Régis,56.0,29.0,2.0,Saint-Constant
7583002000,CHEMIN DE SAINT-FRANCOIS,Route,Côte de Beauvoir,"Bretelles 31C0 et 31D0, sortie 4, A-610 à Sherbrooke",53.0,90.0,8.0,Sherbrooke
93002000,A-930,Route,bretelle 00015-01-063-3AC0 de A-15 N,bretelle 31A0 vers Chemin de Candiac,56.0,29.0,2.0,Candiac
13902500,route 139,Route,ue Western-1,à l'intersection est de la route 104,53.0,90.0,12.0,Lac-Brome
2854001000,CHEMIN DU QUAI,Route,chemin Fer-À-Cheval,début de la bretelle 285400101031B0,53.0,89.0,6.0,Gatineau
15855000,route 158,Route,rang St-Charles,Giratoire route 345,53.0,88.0,6.0,Saint-Thomas
5509804,Route 222,Bretelle,Route 222 (S-58),Autoroute 55 Nord,53.0,90.0,8.0,Sherbrooke
23265500,route 232,Route,Chemin Duchenier (5 ième rang),Rue Sainte-Blandine,53.0,65.0,6.0,Rimouski
5554057,00055-05-040-31D0,Bretelle,SUR LA LIGNE DE CENTRE DE LA BRETELLE V1B0 (SECTION 040),INTERS. BOUL. ST-JEAN.,53.0,70.0,7.0,Trois-Rivières
33925000,,Route,limite nord de L'Épiphanie P.,chemin de la Montée Ruisseau Saint-Jean,53.0,88.0,6.0,Saint-Roch-de-l'Achigan
7346001,73S vers Chemin des Quatre-Bourgeois,Bretelle,Sortie A73 SUD,chemin des Quatre-Bourgeois est,53.0,71.0,84.0,Québec
7354702,00073-03-170-31G0,Bretelle,Jean-Talon,A-73 Sud,53.0,71.0,84.0,Québec
17550008,00175-02-015-31A0,Bretelle,CARR.R-175 ET CH.ST-LOUIS BRET.A,Indéfini,53.0,71.0,84.0,Québec
4028500,autoroute 40,Route,"route 138, à Saint-Cuthbert sortie 151",rang de la rivière au sud-ouest de la sortie 160,53.0,88.0,6.0,Saint-Cuthbert
21602800,route 216,Route,chemin Lavallée,chemin Blanchette,53.0,90.0,10.0,Sainte-Catherine-de-Hatley
1302400,autoroute 13,Route,Au musoir de la sortie vers l'aut.#520 ouest,Au musoir de l'entrée venant de l'aut.#520 est,56.0,29.0,2.0,Dorval
9695201000,,Route,Chemin Riverside Est & rue de la Mer.,JCT RTE CAPLIN,53.0,63.0,9.0,Pointe-à-la-Croix
44039004,00440-06-140-32C0,Bretelle,A-440 O,Des Capucins,53.0,71.0,84.0,Québec
52014002,00520-01-025-34B0,Bretelle,Ch. de la Côte-de-Liesse direction Ouest / 43e Ave,A-520 Ouest,56.0,29.0,2.0,Dorval
7345026,00073-03-041-33L0,Bretelle,Boulevard Laurier,00073-03-041-33F0,53.0,71.0,84.0,Québec
54083003,A-540 et chemin des Quatre-Bourgeois bretelle C,Bretelle,00540-06-061-000D,Rue de Bourgogne,53.0,71.0,84.0,Québec
16232500,route 162,Route,route 122,rang Desharnais,53.0,64.0,7.0,Victoriaville
36215000,RUE FAFARD,Route,rue de l'Hôpital,rue Forget,53.0,71.0,85.0,Baie-Saint-Paul
9831004000,,Route,CH. THIVIERGE,RTE DE L'EGLISE,53.0,63.0,9.0,Saint-Elzéar
44011000,autoroute 440,Route,Musoir de la Bretelle de l'autoroute 13 nord pour la A-440 Est,Musoir de sortie pour la route 117,56.0,29.0,2.0,Laval
4061701,A-40 et avenue St-David bretelle A,Bretelle,A-40 E,rue Cambronne,53.0,71.0,84.0,Québec
4837503000,Route du Nord,Route,Ch d'accès Mines Troïlus    (Km 108),Territoire de la Baie-James,53.0,93.0,4.0,Baie-James
15540000,route 155,Route,route 153,Grandes-Piles,53.0,70.0,6.0,Grandes-Piles
6558006000,Chemin de la Grande-Ligne et rue Principale,Route,rang Saint-Henri (63251),route 235,53.0,90.0,12.0,Notre-Dame-de-Stanbridge
3629002000,Chemin Barrette,Route,rang St-Martin,route 345,53.0,88.0,6.0,Saint-Félix-de-Valois
5558000,autoroute 55,Route,boulevard du Parc,accès à la 5e avenue et à la 27e rue,53.0,70.0,6.0,Shawinigan
32307500,route 323,Route,Autoroute 50,Rang  Sainte-Julie Est,53.0,89.0,6.0,Notre-Dame-de-Bonsecours
34341000,,Route,18e avenue,route 348,53.0,88.0,6.0,Saint-Ambroise-de-Kildare
9626502000,Avenue du Port,Route,route #132,Port de Gros-Cacouna,53.0,65.0,8.0,Cacouna
64067500,Autoroute 640,Route,Entre musoir d'entrée sur A-640E et musoir de sortie sur A-640O pour la 25e ave,Entre musoir de sortie de A-640O vers A-13S et musoir d'entrée de A-13N de A-640,56.0,29.0,2.0,Saint-Eustache
97357500,AUT. LAURENTIENNE,Route,Rue Soumande,Musoir pour autoroute 40 et 73,53.0,71.0,84.0,Québec
44040000,Autoroute Dufferin-Montmorency,Route,boul. des Capucins,boul. Henri-Bourassa,53.0,71.0,84.0,Québec
20750000,RANG SAINT-RÉGIS,Route,"rue Boyer (61584), à Saint-Isidore",route 221 sud,56.0,29.0,2.0,Saint-Isidore
20610000,route 206,Route,rue Cardinal,chemin Lessard,53.0,90.0,10.0,Coaticook
7847001000,,Route,route 255,bretelle nord de l'autoroute 20,53.0,64.0,8.0,Saint-Cyrille-de-Wendover
3005000,Autoroute de l'Acier,Route,A-20,R338,56.0,29.0,2.0,Les Cèdres
5509000,autoroute 55,Route,Pont de l'autoroute 610,route 222,53.0,90.0,8.0,Sherbrooke
2013206,00020-02-071-31B0,Bretelle,"SORTIE #58, A-20 EST POUR 55 IEME AV.",55 IEME AVENUE,56.0,29.0,2.0,Montréal
2046004,00020-05-060-H1D0 (halte Daveluyville) dir 2,Bretelle,entrée de la halte,sortie de la halte,53.0,64.0,7.0,Daveluyville
29340000,route 293,Route,Ch. Taché Ouest,Rue Rachelle,53.0,65.0,8.0,Saint-Jean-de-Dieu
44039003,00440-06-140-32D0,Bretelle,des Capucins,A-440 O (centre ville),53.0,71.0,84.0,Québec
7345021,"Carrefour A-73, A-540 et route 175 bretelle J",Bretelle,Boulevard Laurier (R175) ouest,Pont Pierre-Laporte (A73) Sud,53.0,71.0,84.0,Québec
4008100,autoroute 40,Route,Entrée de l'autoroute 13 Sud,"Sortie 62, Boul. de la Côte Vertu",56.0,29.0,2.0,Montréal
4945401000,ROUTE MARITIME,Route,route 138,près de la Marina,53.0,67.0,8.0,Baie-Comeau
33940000,Rang de la Rivière Nord,Route,route 125,routes 335 et 337,53.0,88.0,7.0,Saint-Lin - Laurentides
1302407,00013-02-020-3AH0,Bretelle,ENTREE DE V. SERV. A.520 O. POUR A.13 S.,"36,3m. passé le repère km3,3",56.0,29.0,2.0,Dorval
7323001,Bretelle entrée nord,Bretelle,Rte Petite-Pierrette,A-73 direction Nord,53.0,66.0,6.0,Notre-Dame-des-Pins
17564008,Bretelle,Bretelle,ch St-Edmond,Fin,53.0,71.0,84.0,Stoneham-et-Tewkesbury
8510000,Autoroute Claude-Béchard,Route,route St-Benoît,rue de l'Église,53.0,65.0,7.0,Témiscouata-sur-le-Lac
1300506,00013-02-010-31J0 (842-1053),Bretelle,SORTIE ECHANGEUR AVEC AUTOROUTE 20,Vers Autoroute 20,56.0,29.0,2.0,Montréal
4036001000,,Route,route 352,chemin au nord-est de la rivière Batiscan,53.0,70.0,6.0,Saint-Adelphe
4381002000,Chemin des Coudriers,Route,rue Principale est,chemin de la Bourroche,53.0,71.0,85.0,L'Isle-aux-Coudres
13876500,route 138,Route,pont de la rivière des Escoumins,rue de l'Éperlan,53.0,67.0,9.0,Les Escoumins
14115500,route 141,Route,Rue Gendreau,"Route 147 nord, Rue Wellington",53.0,90.0,10.0,Coaticook
4051709,00040-08-010-31L0,Bretelle,A-40 Ouest,rue Jean-Gauvin,53.0,71.0,84.0,Québec
2691002000,,Route,chemin du Lac Désert,chemin du Lac Labelle,53.0,88.0,9.0,La Minerve
2158000500,CH.RG 6-7 LOTS 1 A 17 DESMELOI.,Route,frontière de l'Ontario,route du 5e au 8e rangs,53.0,91.0,9.0,Saint-Lambert
38125000,,Route,avenue du Port, route 170 (chemin St-Anicet),53.0,68.0,6.0,Saguenay
1519313,00015-02-135-3AD0,Bretelle,Intersection centre du boul. Le Corbusier,Intersection voie de service A-15 Nord,56.0,29.0,2.0,Laval
5513900,00055-02-180-31E0,Bretelle, Chemin Keenan (S-85),00055-02-180-000G Ch. 7 596,53.0,90.0,8.0,Melbourne
17566100,route 175,Route,L'Étape,route 169,53.0,71.0,84.0,Lac-Jacques-Cartier
7345028,00073-03-041-33T0 (159 - ),Bretelle,00073-03-041-33E0,00073-03-041-000G,53.0,71.0,84.0,Québec
12217500,route 122,Route,limite nord-est de Drummondville,boulevard Saint-Charles,53.0,64.0,8.0,Drummondville
14340000,route 143,Route,rue Sainte-Marie,chemin Goshen,53.0,90.0,9.0,Val-Joli
3023500,autoroute 30,Route,bretelle 32E0,Autoroute 10,56.0,29.0,2.0,Brossard
3010510,Éch. 22 / De la R-236 à l'A-30 est,Bretelle,Route 236,autoroute 30 est,56.0,29.0,2.0,Beauharnois
17550006,00175-02-015-31D0,Bretelle,chemin St-Louis,boul. Laurier,53.0,71.0,84.0,Québec
7338024,00073-02-135-32D0,Bretelle,SORTIE 124,Intersection Autoroute 73 Sud,53.0,66.0,10.0,Lévis
17564001,Bretelle A,Bretelle,R-175 Nord,Chemin des Frères-Wright,53.0,71.0,84.0,Stoneham-et-Tewkesbury
4463500100,boul dequen/rue st-joseph,L,Intersection rue Scott Ouest,Intersection rue Gagné et Boulevard DeQuen,53.0,68.0,7.0,Alma
9736103000,Route Miguasha  Wafer,Route,Rue des Érables,Route 132,53.0,63.0,9.0,Nouvelle
8947301000,,Route,chemin d'Azur (89451),chemin du Rocher,53.0,66.0,9.0,Saint-Vallier
2002170,00020-01-051-31C0,Bretelle,Autoroute 20 ouest,Route 201 sud,53.0,86.0,12.0,Coteau-du-Lac
10489000,ROUTE 104,Route,route 202,route 241,53.0,90.0,12.0,Cowansville
2238002000,avenu de Granada,Route,Intersection entrée du cimetière,Limite entretien Rouyn-Noranda (près no. civique 1256),53.0,91.0,7.0,Rouyn-Noranda
7338001000,,Route,bretelle de sortie de l'autoroute 55,route 249,53.0,90.0,9.0,Saint-François-Xavier-de-Brompton
23055000,Route 230,Route,Rue Beaulieu,Rue des Épinettes,53.0,65.0,9.0,Saint-Alexandre-de-Kamouraska
7020000,autoroute 70,Route,rue Saint-Hubert,rue René Levesque,53.0,68.0,6.0,Saguenay
4051700,autoroute 40,Route,accès rue Jean-Gauvin,accès avenue LeGendre,53.0,71.0,84.0,Québec
1518007,00015-02-120-31H0,Bretelle,"A-15 S, début de l'élarg. de l'entrée (bretelle ""F"")","A-40 E, fin du biseau de l'entrée (bretelle ""F"")",56.0,29.0,2.0,Montréal
7985202000,,Route,rang Lainesse (80545) (6e rang),9e rang ouest (79712),53.0,64.0,7.0,Saint-Norbert-d'Arthabaska
7332521,00073-01-156-32A0,Bretelle,"A73 Nord, Robert-Cliche",route Cameron,53.0,66.0,6.0,Sainte-Marie
4058010,00040-08-075-32F0,Bretelle,00040-08-075-32B0,00040-08-101-000D,53.0,71.0,84.0,Québec
13248500,route 132,Route,route du petit Cap,route 285,53.0,66.0,8.0,L'Islet
4013926,00040-03-020-35B0,Bretelle,ENTREE C.-COLOMB DE V. SERV. POUR A.40 O,Vers A-40 Ouest,56.0,29.0,2.0,Montréal
74045004,A-740 et route 138 bretelle B,Bretelle,Intersection place Côté,00740-01-061-000D,53.0,71.0,84.0,Québec
3137001000,,Route,route 329,chemin Tamaracouta,53.0,88.0,7.0,Mille-Isles
13281200,route 132,Route,10erue Est,"route 198, à l'Anse Pleureuse",53.0,63.0,8.0,Saint-Maxime-du-Mont-Louis
15907500,route 159,Route,autoroute 40,route 354,53.0,70.0,7.0,Sainte-Anne-de-la-Pérade
7342000,autoroute 73,Route,Musoir avec 20-06-051-32K0   0+295,Musoir avec 20-06-051-32B0   0+949,53.0,66.0,10.0,Lévis
35920000,Boulevard de la Visitation,Route,autoroute 40,route 352,53.0,70.0,7.0,Saint-Luc-de-Vincennes
28540000,Route 285 / Rue Principale / Boulevard Nilus-Leclerc,Route,Saint-Cyrille de l'islet,autoroute 20,53.0,66.0,8.0,L'Islet
2493401000,,Route,route 148,rue Leslie,53.0,89.0,8.0,Campbell's Bay
8981003000,Rang de la Rivière,Route,route 277,"8e rang, à Saint-Luc",53.0,66.0,11.0,Lac-Etchemin
39725000,,Route,"route de Pascalis, à Val-Senneville",route 386,53.0,91.0,8.0,Barraute
2011900,AUTOROUTE 20,Route,Entrée du chemin du bord du lac Lakeshore,Musoir pour la sortie du boul. des Sources,56.0,29.0,2.0,Pointe-Claire
4026807,00040-04-052-V3A0,Bretelle,bretelle d'entrée R341 vers l'Est et voie de service A-40 Est,voie de service A-40E à la bretelle de sortie route 343,56.0,29.0,2.0,Saint-Sulpice
7346030,autoroute 73,Route,accès nord du boulevard Versant-Nord,musoir bretelle A40-A440,53.0,71.0,84.0,Québec
2139002000,chemin des 2e et 3e rangs,Route,route des 3e et 4e rangs,INTERSECTION RTE 393,53.0,91.0,9.0,Sainte-Hélène-de-Mancebourg
7320010,00073-01-085-31A0,Bretelle,A-73 direction nord,Intersection 74e rue,53.0,66.0,6.0,Saint-Simon-les-Mines
2514506,00025-01-040-31B0,Bretelle,160m au sud du viaduc Maurice-Duplessis,342m au sud du viaduc Maurice-Duplessis,56.0,29.0,2.0,Montréal
2013801,00020-02-073-31A0,Bretelle,A-20 Ouest / Sortie 60 - A-13 Nord,A-13 Nord,56.0,29.0,2.0,Montréal
11248100,Route 112,Route,Début des chaussées séparées,Giratoire,53.0,90.0,8.0,Sherbrooke
13801000,Douane canadienne route 138,Route,Frontière américaine,Montée Leblanc (60773),53.0,86.0,12.0,Elgin
10130500,route 101,Route,limite nord de Notre-Dame-Du-Nord,Route Nédélec-Guérin,53.0,91.0,10.0,Nédélec
4051707,00040-08-010-31M0,Bretelle,rue Jean-Gauvin,A-40 Ouest,53.0,71.0,84.0,Québec
13897000,route 138,Route,Centre du pont de la rivière Aguanus,1er joint du pont de la Petite rivière Natashquan,53.0,67.0,6.0,Aguanish
57332500,AUT. HENRI IV,Route,route 369 sud,boulevard Industriel (musoir),53.0,71.0,84.0,Québec
3020520,00030-02-300-33C0,Bretelle,Bretelle 00030-02-300-33D0 vers l'A-15 nord,Début bretelle 00015-01-063-33C0,56.0,29.0,2.0,Saint-Constant
13246200,route 132,Route,avenue de l'Église,route de Saint-François,53.0,66.0,8.0,Berthier-sur-Mer
2027002,00020-03-050-34D0,Bretelle,VENANT BL. MONTARVILLE VERS AUT. 20 'O',Non-défini,56.0,29.0,2.0,Boucherville
7922110000,9 ème rang,Route,Saint-Léonard (ancienne R155),autoroute 55,53.0,64.0,6.0,Saint-Léonard-d'Aston
33562500,route 335,Route,limite nord de St-Lin,6e rang,53.0,88.0,6.0,Saint-Calixte
8031001000,,Route,route161,chemin Craig (80480),53.0,64.0,7.0,Chesterville
14325000,route 143,Route,Rue du Convent,limite sud de Sherbrooke,53.0,90.0,8.0,Sherbrooke
17564006,Bretelle,Bretelle,ch. St-Edmond,R-175 Nord,53.0,71.0,84.0,Stoneham-et-Tewkesbury
4002050,00040-01-030-31C0,Bretelle,Autoroute 40 ouest,Route 201,53.0,86.0,12.0,Rigaud
4821100100,CHEMIN FORESTIER L-209N  OUJÉ-BOUGOUMOU,Route,"ROUTE 113 KM 346.4  CH.1,885",Int en Y avec chemin L-229 à droite,53.0,93.0,4.0,Baie-James
4061502,A-40 et avenue Bourg-Royal bretelle C,Bretelle,ave Bourg-Royal (Carrefour),A-40 O,53.0,71.0,84.0,Québec
17550001,00175-02-011-31A0,Bretelle,CARR.R-175 ET AQUARIUM BRET.A,Indéfini,53.0,71.0,84.0,Québec
4052512,00040-08-032-32I0,Bretelle,00040-08-032-000D,boul. du Parc technologique,53.0,71.0,84.0,Québec
7338023,00073-02-135-32C0,Bretelle,SORTIE 124,Intersection Avenue Saint-Augustin,53.0,66.0,10.0,Lévis
24710000,route 247,Route,Rue Passenger,Rue Junction,53.0,90.0,10.0,Stanstead
11780000,route 117,Route,route 111 (au carrefour giratoire),3e avenue (giratoire),53.0,91.0,6.0,Val-d'Or
64090501,00640-03-080-V1A0,Bretelle,Intersection A-640 Est,Intersection centre Rte 337 (ch. Gascon),56.0,29.0,2.0,Terrebonne
2514501,00025-01-040-31A0,Bretelle,200m au nord de la rue Arthur-Léveillé,160m au nord du viaduc Maurice-Duplessis,56.0,29.0,2.0,Montréal
3533040,Éch. 45 / De A-35 sud à Rue Moreau,Bretelle,autoroute 35 sud,Rue Moreau (65385),53.0,86.0,11.0,Saint-Jean-sur-Richelieu
4026800,autoroute 40,Route,musoir de sortie voie de service est pour les routes 341 et 343 sur A-40 est,entrée de la voie de service sur l'autoroute 40 (à l'est de de la route 343),56.0,29.0,2.0,L'Assomption
44009005,00440-01-102-V1A0 (0-422),Bretelle,bretelle A-13 nord,voie service A-440 est,56.0,29.0,2.0,Laval
9176202000,RUE POIRE,Route,int. 3e rang,int. 2e rang,53.0,65.0,9.0,Sainte-Anne-de-la-Pocatière
11773000,route 117,Route,limite sud de Lytton,le Domaine,53.0,89.0,9.0,Cascades-Malignes
11328500,route 113,Route,route 397,à l'entrée nord pour Lebel-sur-Quévillon,53.0,91.0,6.0,Lac-Despinassy
11662000,route 116,Route,11e rang (ancienne route 5),au centre 10e rang,53.0,64.0,7.0,Princeville
53002000,autoroure 530,Route,R132-R201 boul. Mgr-Langlois,boul Pie-XII (60990),53.0,86.0,12.0,Salaberry-de-Valleyfield
3098001500,Chemin Saint-Simon,Route,rang St-Rémi,Centre viaduc aut. 50,56.0,29.0,2.0,Mirabel
22434500,Rue des Seigneurs Est,Route,Bretelles A-20 Est,Bretelles A-20 Ouest,53.0,86.0,10.0,Saint-Hyacinthe
7345010,00073-03-041-31C0 (0-435),Bretelle,00073-03-041-000G,Intersection boulevard Champlain,53.0,71.0,84.0,Québec
1514606,00015-02-077-31D0 (0 - 1307,Bretelle,A-15 Sud,R-136 Est,56.0,29.0,2.0,Montréal
